email_id,class_label,secondary_label,is_multi_intent,is_ambiguous,is_spam,language,tone,sender_profile,email_length,noise_level,channel,temperature,top_p,top_k,seed,model_assigned
4c8e1b2c-464,consulta_eficiencia,,False,False,False,es,confuso,cliente_empresarial,muy_corto,limpio,email_directo,0.93,0.41,77,49173,deepseek/deepseek-r1-0528-qwen3-8b
c5fbd083-fb7,instalacion_solar,,False,True,True,es,formal,abogado,medio,limpio,email_directo,0.88,0.4,33,61574,google/gemma-4-e4b
c08818e5-06b,newsletter,bono_social,True,False,True,es,técnico,abogado,medio,leve,webform,0.83,0.54,46,58310,deepseek/deepseek-r1-0528-qwen3-8b
a3d77773-893,baja_contrato,,False,True,False,en,informal,particular_enfadado,corto,limpio,respuesta_cadena,0.88,0.46,60,39708,google/gemma-4-e4b
183a5b17-7b1,bono_social,,False,False,False,es,agresivo,cliente_empresarial,muy_corto,leve,app_movil,0.72,0.59,52,35959,deepseek/deepseek-r1-0528-qwen3-8b
656fdb68-7d2,factura_error,,False,False,False,en,técnico,autónomo,medio,limpio,respuesta_cadena,0.98,0.61,49,60767,google/gemma-4-e4b
b2781ca1-500,solicitud_aplazamiento,,False,False,False,es,formal,cliente_empresarial,medio,leve,app_movil,0.95,0.76,66,87695,deepseek/deepseek-r1-0528-qwen3-8b
9309ea3f-fff,consulta_juridica,newsletter,True,False,False,en,formal,particular_enfadado,muy_corto,limpio,app_movil,0.72,0.58,45,80712,google/gemma-4-e4b
d01f2872-864,bono_social,,False,False,False,es,técnico,particular_enfadado,medio,moderado,app_movil,1.0,0.69,35,88820,deepseek/deepseek-r1-0528-qwen3-8b
e8b1cb85-64c,consulta_tarifas_pvpc,,False,False,False,es,desesperado,jubilado,medio,moderado,reenvio_tercero,0.81,0.74,55,87554,google/gemma-4-e4b
51287450-122,emergencia_gas,,False,True,False,es,confuso,cliente_residencial,medio,alto,webform,0.84,0.5,44,62212,deepseek/deepseek-r1-0528-qwen3-8b
60066654-65c,solicitud_nuevo_contrato,consulta_autoconsumo,True,False,False,es,cortés,abogado,medio,alto,app_movil,0.86,0.38,33,5692,google/gemma-4-e4b
586627c2-935,consulta_eficiencia,,False,False,True,es,técnico,abogado,corto,moderado,email_directo,0.97,0.43,74,12022,deepseek/deepseek-r1-0528-qwen3-8b
ba48ae44-b28,incidencia_apagón,,False,False,False,en,informal,jubilado,medio,limpio,email_directo,0.72,0.63,34,73819,google/gemma-4-e4b
b81761b1-324,otro_irrelevante,,False,False,True,es,confuso,cliente_empresarial,medio,moderado,respuesta_cadena,0.76,0.45,62,51575,deepseek/deepseek-r1-0528-qwen3-8b
25a3fc6e-b51,consulta_autoconsumo,,False,False,False,es,desesperado,cliente_empresarial,corto,leve,reenvio_tercero,1.02,0.36,53,15176,google/gemma-4-e4b
28480d37-3ce,factura_error,bono_social,True,False,False,es,informal,abogado,corto,leve,respuesta_cadena,1.03,0.37,54,68879,deepseek/deepseek-r1-0528-qwen3-8b
29df3570-a21,fraude_energetico,,False,False,False,es,desesperado,cliente_residencial,muy_corto,leve,respuesta_cadena,0.97,0.46,64,1303,google/gemma-4-e4b
8cf56ca9-50d,corte_suministro,,False,False,False,en,urgente,abogado,largo,moderado,reenvio_tercero,0.72,0.37,62,93346,deepseek/deepseek-r1-0528-qwen3-8b
af127339-f28,solicitud_cambio_tarifa,,False,False,False,es,confuso,particular_enfadado,largo,moderado,reenvio_tercero,0.89,0.74,42,90965,google/gemma-4-e4b
3db707ea-c41,solicitud_nuevo_contrato,,False,False,False,es,desesperado,jubilado,medio,leve,reenvio_tercero,0.83,0.3,61,93387,deepseek/deepseek-r1-0528-qwen3-8b
b3ed3761-8f6,solicitud_aplazamiento,,False,False,False,es,desesperado,jubilado,corto,alto,reenvio_tercero,0.68,0.41,41,32335,google/gemma-4-e4b
cb179502-d71,alta_consumo_anomalo,,False,False,False,en,desesperado,abogado,largo,limpio,respuesta_cadena,0.68,0.75,42,77997,deepseek/deepseek-r1-0528-qwen3-8b
90fcaa22-4a1,alta_consumo_anomalo,,False,False,False,es,informal,abogado,muy_corto,alto,webform,0.99,0.69,76,30786,google/gemma-4-e4b
f995de86-edb,factura_error,,False,False,False,es,formal,particular_enfadado,largo,alto,reenvio_tercero,0.69,0.74,77,1268,deepseek/deepseek-r1-0528-qwen3-8b
c8116bb9-698,contrato_empresarial,respuesta_automatica,True,False,False,es,urgente,cliente_residencial,corto,moderado,respuesta_cadena,0.76,0.72,42,42699,google/gemma-4-e4b
285d3aa8-286,consulta_eficiencia,,False,False,False,es,informal,autónomo,corto,limpio,respuesta_cadena,0.71,0.5,46,40911,deepseek/deepseek-r1-0528-qwen3-8b
a4b21291-5c3,factura_error,,False,False,False,es,cortés,autónomo,largo,limpio,reenvio_tercero,0.88,0.34,54,29685,google/gemma-4-e4b
5166c31e-0b5,factura_error,,False,False,True,es,confuso,cliente_residencial,medio,limpio,respuesta_cadena,0.95,0.7,50,93337,deepseek/deepseek-r1-0528-qwen3-8b
1b49e6a0-69d,consulta_tarifas_pvpc,,False,False,False,es,informal,cliente_residencial,corto,leve,webform,0.76,0.48,44,35427,google/gemma-4-e4b
36de0bbc-cb8,averia_contador,,False,False,False,es,informal,cliente_residencial,medio,moderado,email_directo,0.96,0.36,35,37643,deepseek/deepseek-r1-0528-qwen3-8b
a780442e-c16,fraude_energetico,,False,True,False,es,urgente,cliente_empresarial,muy_corto,limpio,reenvio_tercero,0.72,0.67,72,92264,google/gemma-4-e4b
5a177aeb-033,cambio_titular,,False,True,False,en,cortés,cliente_empresarial,largo,moderado,webform,0.79,0.31,56,60533,deepseek/deepseek-r1-0528-qwen3-8b
ae3e4552-407,denuncia_proveedor,alta_consumo_anomalo,True,False,True,es,formal,cliente_empresarial,corto,moderado,webform,0.75,0.4,42,95088,google/gemma-4-e4b
78c3d589-a7c,averia_contador,,False,False,False,es,informal,particular_enfadado,muy_corto,moderado,webform,0.83,0.61,60,83203,deepseek/deepseek-r1-0528-qwen3-8b
fbf8f1bc-21c,consulta_eficiencia,spam_energia,True,False,False,en,urgente,cliente_residencial,largo,moderado,respuesta_cadena,1.04,0.42,34,12707,google/gemma-4-e4b
ecdeacc6-58e,factura_error,,False,False,False,es,desesperado,autónomo,medio,leve,webform,0.94,0.33,55,20198,deepseek/deepseek-r1-0528-qwen3-8b
5ebc2b5b-876,respuesta_automatica,,False,False,True,es,agresivo,abogado,muy_corto,limpio,respuesta_cadena,0.73,0.63,66,51819,google/gemma-4-e4b
1013823e-8b0,solicitud_certificado,,False,False,False,es,cortés,cliente_empresarial,largo,moderado,respuesta_cadena,1.04,0.45,67,19694,deepseek/deepseek-r1-0528-qwen3-8b
98cc77da-b36,solicitud_aplazamiento,,False,False,False,en,cortés,autónomo,largo,limpio,app_movil,0.92,0.74,62,54377,google/gemma-4-e4b
09590a13-c57,reclamacion_factura,respuesta_automatica,True,False,False,en,informal,cliente_empresarial,largo,limpio,email_directo,0.83,0.33,46,92503,deepseek/deepseek-r1-0528-qwen3-8b
2d66b476-ef7,solicitud_cambio_tarifa,,False,False,False,es,agresivo,cliente_empresarial,muy_largo,moderado,reenvio_tercero,1.02,0.47,78,57262,google/gemma-4-e4b
d3ae96ce-68b,factura_duplicada,,False,False,False,en,técnico,jubilado,largo,leve,respuesta_cadena,0.96,0.73,59,83722,deepseek/deepseek-r1-0528-qwen3-8b
b979dbce-c76,solicitud_aplazamiento,,False,True,False,es,agresivo,abogado,largo,limpio,webform,0.94,0.34,65,5646,google/gemma-4-e4b
758ec3c2-a70,solicitud_cambio_tarifa,factura_duplicada,True,False,False,es,agresivo,cliente_empresarial,largo,limpio,respuesta_cadena,0.73,0.72,40,43600,deepseek/deepseek-r1-0528-qwen3-8b
e127ef34-24e,reclamacion_factura,incidencia_apagón,True,False,False,es,confuso,cliente_residencial,medio,leve,app_movil,0.7,0.7,37,29727,google/gemma-4-e4b
65915678-a0c,reclamacion_factura,newsletter,True,False,False,es,confuso,jubilado,medio,limpio,reenvio_tercero,1.0,0.36,77,91731,deepseek/deepseek-r1-0528-qwen3-8b
5fbe956f-f98,consulta_lectura_contador,alta_consumo_anomalo,True,False,False,es,agresivo,particular_enfadado,muy_largo,limpio,respuesta_cadena,0.92,0.57,72,79492,google/gemma-4-e4b
0b115bca-8e8,consulta_eficiencia,,False,False,False,es,urgente,autónomo,medio,limpio,app_movil,0.98,0.36,67,56278,deepseek/deepseek-r1-0528-qwen3-8b
6c6cfdd9-8d8,emergencia_gas,,False,False,False,es,agresivo,autónomo,corto,leve,app_movil,0.96,0.75,40,97460,google/gemma-4-e4b
6d6cfe32-ff0,fuga_gas,,False,False,True,es,agresivo,cliente_residencial,largo,limpio,respuesta_cadena,1.01,0.77,42,21882,deepseek/deepseek-r1-0528-qwen3-8b
ab9de06a-ca7,solicitud_cambio_tarifa,,False,False,False,es,agresivo,cliente_empresarial,corto,alto,email_directo,0.8,0.47,54,23099,google/gemma-4-e4b
7d7f84ea-69f,baja_contrato,solicitud_aplazamiento,True,False,False,es,técnico,autónomo,medio,leve,respuesta_cadena,0.79,0.76,34,35320,deepseek/deepseek-r1-0528-qwen3-8b
7a31c7de-40f,factura_error,,False,True,False,es,urgente,abogado,largo,limpio,webform,0.74,0.43,53,94259,google/gemma-4-e4b
f66a5aab-cb9,cambio_domiciliacion,consulta_juridica,True,False,False,en,agresivo,particular_enfadado,corto,limpio,webform,0.69,0.59,38,81421,deepseek/deepseek-r1-0528-qwen3-8b
3d2fb818-22d,cambio_titular,,False,True,False,es,urgente,particular_enfadado,medio,leve,app_movil,0.84,0.42,65,11528,google/gemma-4-e4b
08f3033c-882,cambio_titular,corte_suministro,True,False,False,es,cortés,jubilado,medio,limpio,email_directo,0.85,0.31,37,54761,deepseek/deepseek-r1-0528-qwen3-8b
840f0fa9-fb2,solicitud_cambio_tarifa,,False,False,False,es,desesperado,autónomo,medio,limpio,reenvio_tercero,0.7,0.47,31,58239,google/gemma-4-e4b
12e5ba92-54c,alta_consumo_anomalo,consulta_juridica,True,False,False,es,urgente,cliente_residencial,medio,leve,respuesta_cadena,0.89,0.51,65,2614,deepseek/deepseek-r1-0528-qwen3-8b
26f40b48-4e9,fraude_energetico,,False,False,True,en,urgente,abogado,largo,limpio,app_movil,0.8,0.39,60,27372,google/gemma-4-e4b
f34a1625-2f8,solicitud_cambio_tarifa,,False,False,False,es,urgente,autónomo,medio,alto,webform,0.83,0.55,30,51023,deepseek/deepseek-r1-0528-qwen3-8b
19ec21fe-b59,factura_error,,False,False,False,es,cortés,cliente_empresarial,largo,leve,reenvio_tercero,0.85,0.75,63,41956,google/gemma-4-e4b
1792cc8a-32b,incidencia_apagón,,False,False,False,es,desesperado,particular_enfadado,medio,limpio,respuesta_cadena,0.77,0.69,43,1343,deepseek/deepseek-r1-0528-qwen3-8b
d9e3c8af-779,baja_contrato,,False,False,False,es,urgente,abogado,muy_largo,leve,email_directo,0.92,0.5,79,71431,google/gemma-4-e4b
40c9fbea-0f5,baja_contrato,,False,False,False,en,informal,cliente_empresarial,corto,limpio,webform,0.85,0.5,50,16537,deepseek/deepseek-r1-0528-qwen3-8b
f40a2698-24f,cambio_titular,,False,False,False,es,confuso,cliente_empresarial,largo,leve,respuesta_cadena,0.83,0.72,38,68762,google/gemma-4-e4b
a1f12549-cbe,consulta_lectura_contador,,False,False,False,en,agresivo,cliente_empresarial,muy_largo,leve,webform,0.81,0.57,31,65307,deepseek/deepseek-r1-0528-qwen3-8b
7aa922a6-0e1,averia_contador,,False,True,False,en,confuso,abogado,muy_largo,limpio,app_movil,0.66,0.5,35,45124,google/gemma-4-e4b
36c7a7c7-b51,incidencia_apagón,,False,False,False,es,informal,cliente_residencial,medio,limpio,respuesta_cadena,0.96,0.43,42,62288,deepseek/deepseek-r1-0528-qwen3-8b
acbc4729-6c6,newsletter,,False,False,True,es,cortés,autónomo,muy_corto,moderado,webform,1.04,0.75,48,27204,google/gemma-4-e4b
32c8ac8a-1ad,fuga_gas,,False,False,False,es,informal,particular_enfadado,corto,limpio,app_movil,0.7,0.53,69,54178,deepseek/deepseek-r1-0528-qwen3-8b
389e5809-496,cambio_titular,,False,False,False,es,confuso,particular_enfadado,medio,limpio,app_movil,0.77,0.46,51,96500,google/gemma-4-e4b
ca5252ec-734,solicitud_aplazamiento,,False,False,False,es,confuso,cliente_residencial,largo,limpio,webform,0.99,0.73,72,62006,deepseek/deepseek-r1-0528-qwen3-8b
4487d717-d14,reclamacion_factura,instalacion_solar,True,False,True,es,urgente,particular_enfadado,corto,limpio,webform,0.93,0.63,47,6221,google/gemma-4-e4b
bd1bb717-87e,cambio_titular,averia_contador,True,False,False,es,confuso,jubilado,corto,alto,app_movil,0.77,0.72,53,41260,deepseek/deepseek-r1-0528-qwen3-8b
567e2815-994,instalacion_solar,,False,True,False,es,informal,particular_enfadado,largo,moderado,webform,0.91,0.44,75,60840,google/gemma-4-e4b
887e1b4b-7b1,averia_contador,,False,False,False,es,desesperado,abogado,muy_corto,leve,app_movil,1.02,0.77,65,625,deepseek/deepseek-r1-0528-qwen3-8b
36d09fc7-65d,corte_suministro,,False,False,False,es,confuso,particular_enfadado,muy_corto,limpio,app_movil,0.74,0.72,78,57763,google/gemma-4-e4b
0dec3b5e-a7a,cambio_titular,,False,False,False,es,agresivo,cliente_empresarial,corto,alto,webform,0.92,0.61,72,65871,deepseek/deepseek-r1-0528-qwen3-8b
4039da24-e1d,corte_suministro,,False,False,False,es,formal,cliente_empresarial,muy_corto,leve,webform,0.97,0.77,33,46412,google/gemma-4-e4b
f293787c-6cf,cambio_titular,programa_fidelizacion,True,False,False,es,agresivo,particular_enfadado,medio,moderado,reenvio_tercero,0.69,0.51,34,72160,deepseek/deepseek-r1-0528-qwen3-8b
8221140b-507,consulta_tarifas_pvpc,,False,False,False,es,urgente,cliente_residencial,medio,limpio,reenvio_tercero,1.02,0.54,31,96292,google/gemma-4-e4b
122f599e-488,phishing_energia,,False,False,True,es,técnico,autónomo,medio,moderado,respuesta_cadena,1.03,0.59,70,56132,deepseek/deepseek-r1-0528-qwen3-8b
3bdb1942-72d,factura_error,,False,False,False,en,cortés,autónomo,medio,limpio,respuesta_cadena,0.94,0.67,66,91601,google/gemma-4-e4b
402bc57b-543,emergencia_gas,,False,True,False,en,urgente,abogado,corto,limpio,email_directo,0.86,0.64,71,60729,deepseek/deepseek-r1-0528-qwen3-8b
586b70c5-a1c,reclamacion_factura,,False,False,False,es,técnico,autónomo,largo,moderado,webform,0.89,0.74,69,80016,google/gemma-4-e4b
2f48b9b2-5eb,factura_error,,False,False,False,es,confuso,jubilado,medio,limpio,webform,0.91,0.53,65,18601,deepseek/deepseek-r1-0528-qwen3-8b
0f06ed95-70c,solicitud_cambio_tarifa,,False,True,False,es,técnico,abogado,largo,moderado,respuesta_cadena,0.71,0.57,34,94007,google/gemma-4-e4b
ebb8266a-d40,corte_suministro,,False,False,False,es,desesperado,cliente_empresarial,largo,limpio,respuesta_cadena,0.77,0.5,50,25276,deepseek/deepseek-r1-0528-qwen3-8b
d5d2ab8e-721,solicitud_cambio_tarifa,,False,False,False,es,formal,particular_enfadado,muy_corto,limpio,email_directo,0.69,0.68,78,2270,google/gemma-4-e4b
2a14cef8-b63,averia_contador,fuga_gas,True,False,True,es,informal,particular_enfadado,muy_largo,moderado,app_movil,0.8,0.64,55,54059,deepseek/deepseek-r1-0528-qwen3-8b
c4cd5289-f1e,baja_contrato,,False,True,False,es,urgente,autónomo,medio,alto,webform,0.95,0.76,32,98209,google/gemma-4-e4b
5d3cbc7a-b3d,instalacion_solar,,False,False,False,es,desesperado,autónomo,largo,alto,email_directo,1.0,0.76,37,28840,deepseek/deepseek-r1-0528-qwen3-8b
5faf1991-5eb,factura_error,,False,False,False,es,agresivo,particular_enfadado,medio,alto,webform,0.8,0.57,49,6174,google/gemma-4-e4b
b4784d99-bc6,alta_consumo_anomalo,,False,False,False,es,urgente,abogado,muy_corto,limpio,reenvio_tercero,0.9,0.32,67,22495,deepseek/deepseek-r1-0528-qwen3-8b
dfae695e-8fc,corte_suministro,,False,False,False,es,desesperado,particular_enfadado,muy_largo,moderado,app_movil,0.89,0.58,70,57577,google/gemma-4-e4b
d1afa9f5-768,instalacion_solar,,False,False,False,es,técnico,cliente_residencial,corto,leve,app_movil,0.84,0.61,65,78065,deepseek/deepseek-r1-0528-qwen3-8b
b9835420-ca3,solicitud_nuevo_contrato,,False,False,False,es,desesperado,jubilado,largo,limpio,webform,0.93,0.33,62,98671,google/gemma-4-e4b
4558516e-d90,instalacion_solar,,False,False,False,en,agresivo,autónomo,muy_largo,limpio,respuesta_cadena,0.71,0.39,61,61602,deepseek/deepseek-r1-0528-qwen3-8b
7353b9cc-304,solicitud_cambio_tarifa,,False,False,False,en,confuso,cliente_residencial,largo,limpio,reenvio_tercero,0.68,0.72,58,70910,google/gemma-4-e4b
1485ea06-f3e,factura_error,,False,False,False,en,agresivo,abogado,medio,limpio,email_directo,0.79,0.51,71,10232,deepseek/deepseek-r1-0528-qwen3-8b
79f159bd-74d,newsletter,,False,False,True,es,formal,particular_enfadado,corto,limpio,reenvio_tercero,1.04,0.74,65,80849,google/gemma-4-e4b
40e0820f-9a2,corte_suministro,denuncia_proveedor,True,False,False,es,formal,autónomo,medio,leve,reenvio_tercero,1.03,0.45,34,83881,deepseek/deepseek-r1-0528-qwen3-8b
5ed9837b-944,corte_suministro,,False,True,False,es,urgente,cliente_empresarial,corto,limpio,reenvio_tercero,0.9,0.77,77,17674,google/gemma-4-e4b
7c6e00a7-c99,corte_suministro,,False,False,False,es,urgente,cliente_residencial,corto,leve,webform,0.88,0.62,56,53323,deepseek/deepseek-r1-0528-qwen3-8b
143bd340-8bc,solicitud_certificado,,False,False,False,es,urgente,particular_enfadado,medio,leve,respuesta_cadena,0.9,0.66,38,82772,google/gemma-4-e4b
01ac8aac-4fd,emergencia_gas,,False,False,False,en,formal,abogado,corto,limpio,webform,0.82,0.59,45,75135,deepseek/deepseek-r1-0528-qwen3-8b
9e38536e-808,fraude_energetico,,False,False,False,es,informal,jubilado,medio,leve,respuesta_cadena,0.77,0.56,70,44094,google/gemma-4-e4b
55ff8484-c1a,consulta_juridica,,False,False,False,es,cortés,cliente_empresarial,medio,limpio,webform,0.65,0.65,59,54788,deepseek/deepseek-r1-0528-qwen3-8b
77828319-136,corte_suministro,denuncia_proveedor,True,False,False,es,formal,particular_enfadado,medio,leve,email_directo,0.66,0.4,73,34580,google/gemma-4-e4b
676dd5b3-925,spam_energia,,False,True,True,es,informal,cliente_empresarial,largo,leve,webform,1.04,0.53,30,47453,deepseek/deepseek-r1-0528-qwen3-8b
8ecd5314-3f9,alta_consumo_anomalo,,False,False,True,es,urgente,autónomo,medio,limpio,email_directo,0.95,0.76,56,30267,google/gemma-4-e4b
9916b7c7-977,emergencia_gas,,False,True,False,es,cortés,particular_enfadado,muy_largo,limpio,webform,0.93,0.73,44,71106,deepseek/deepseek-r1-0528-qwen3-8b
11c3d1c3-982,cambio_titular,,False,False,False,en,desesperado,cliente_residencial,corto,leve,app_movil,0.99,0.75,67,76500,google/gemma-4-e4b
469aa784-add,baja_contrato,,False,False,True,es,informal,cliente_residencial,largo,leve,app_movil,0.89,0.68,34,47344,deepseek/deepseek-r1-0528-qwen3-8b
f66c4eda-32c,phishing_energia,,False,False,True,es,desesperado,abogado,corto,leve,reenvio_tercero,0.92,0.68,34,17216,google/gemma-4-e4b
dcebadae-ec1,corte_suministro,,False,False,False,es,urgente,particular_enfadado,muy_corto,alto,webform,0.97,0.74,51,64164,deepseek/deepseek-r1-0528-qwen3-8b
e04467e5-8e7,otro_irrelevante,,False,False,True,es,cortés,cliente_empresarial,corto,limpio,app_movil,0.7,0.67,74,15682,google/gemma-4-e4b
4751b857-6c7,baja_contrato,,False,False,False,es,formal,abogado,largo,moderado,app_movil,0.73,0.34,76,56755,deepseek/deepseek-r1-0528-qwen3-8b
350bcf06-f97,fuga_gas,contrato_empresarial,True,False,True,es,desesperado,jubilado,largo,moderado,webform,0.87,0.58,48,17633,google/gemma-4-e4b
9f36a88a-cc3,spam_energia,,False,False,True,es,cortés,autónomo,corto,moderado,reenvio_tercero,0.69,0.32,32,71631,deepseek/deepseek-r1-0528-qwen3-8b
65ad6138-f81,factura_error,,False,False,False,es,informal,jubilado,muy_largo,limpio,reenvio_tercero,0.91,0.39,40,48646,google/gemma-4-e4b
624b4532-8b7,denuncia_proveedor,,False,True,False,es,desesperado,cliente_residencial,medio,leve,email_directo,0.98,0.63,76,78369,deepseek/deepseek-r1-0528-qwen3-8b
7e632825-a52,consulta_tarifas_pvpc,,False,True,False,es,desesperado,autónomo,medio,moderado,respuesta_cadena,0.99,0.74,60,69221,google/gemma-4-e4b
82cada37-cad,programa_fidelizacion,,False,False,False,en,agresivo,particular_enfadado,medio,leve,respuesta_cadena,0.78,0.31,64,70738,deepseek/deepseek-r1-0528-qwen3-8b
d3e6724a-175,corte_suministro,,False,False,False,es,formal,abogado,medio,limpio,webform,0.73,0.66,38,31982,google/gemma-4-e4b
6ea40f19-662,instalacion_solar,,False,False,False,en,técnico,autónomo,muy_largo,moderado,email_directo,1.03,0.52,74,92202,deepseek/deepseek-r1-0528-qwen3-8b
4189b5b3-000,consulta_eficiencia,phishing_energia,True,False,False,es,urgente,autónomo,largo,limpio,email_directo,1.01,0.69,62,53008,google/gemma-4-e4b
b079cf87-d7e,reclamacion_factura,,False,False,False,es,informal,jubilado,muy_corto,leve,respuesta_cadena,0.78,0.6,69,93945,deepseek/deepseek-r1-0528-qwen3-8b
cdd1c0f2-b29,alta_consumo_anomalo,,False,False,False,es,informal,autónomo,largo,moderado,reenvio_tercero,1.01,0.58,48,68587,google/gemma-4-e4b
3e4d12f7-0bb,solicitud_cambio_tarifa,,False,False,False,es,urgente,cliente_residencial,largo,limpio,reenvio_tercero,1.0,0.5,51,10856,deepseek/deepseek-r1-0528-qwen3-8b
ce6e4eeb-b10,contrato_empresarial,,False,False,False,es,desesperado,abogado,muy_corto,limpio,email_directo,0.79,0.47,30,28162,google/gemma-4-e4b
6e5f86b2-bca,factura_error,,False,False,True,es,formal,autónomo,muy_largo,alto,app_movil,0.8,0.54,52,61027,deepseek/deepseek-r1-0528-qwen3-8b
2a982c54-1ab,programa_fidelizacion,,False,False,False,es,técnico,cliente_residencial,muy_largo,alto,email_directo,1.02,0.62,67,3969,google/gemma-4-e4b
1850a9a8-44b,otro_irrelevante,factura_duplicada,True,False,True,en,desesperado,cliente_residencial,largo,alto,email_directo,0.95,0.48,30,58246,deepseek/deepseek-r1-0528-qwen3-8b
d34061f8-e3f,factura_error,,False,False,False,es,cortés,jubilado,medio,limpio,webform,0.9,0.53,74,84470,google/gemma-4-e4b
60a87a6e-dd3,alta_consumo_anomalo,,False,False,False,es,cortés,autónomo,corto,leve,webform,1.03,0.59,55,4695,deepseek/deepseek-r1-0528-qwen3-8b
f941d3bc-621,consulta_eficiencia,,False,False,False,es,cortés,cliente_residencial,corto,limpio,webform,1.0,0.3,68,4762,google/gemma-4-e4b
32fc36d7-88e,factura_error,,False,False,False,es,cortés,cliente_residencial,corto,limpio,email_directo,0.68,0.4,55,38427,deepseek/deepseek-r1-0528-qwen3-8b
6764bfc4-ec5,fraude_energetico,,False,True,False,es,técnico,autónomo,muy_largo,alto,respuesta_cadena,0.85,0.39,64,94417,google/gemma-4-e4b
62108272-797,consulta_eficiencia,,False,False,False,es,informal,cliente_empresarial,medio,limpio,webform,1.01,0.72,67,26538,deepseek/deepseek-r1-0528-qwen3-8b
830f5428-f1f,fraude_energetico,,False,False,False,es,agresivo,autónomo,medio,limpio,webform,0.69,0.73,59,30465,google/gemma-4-e4b
e066847b-b68,baja_contrato,,False,True,False,es,técnico,jubilado,muy_corto,limpio,respuesta_cadena,0.68,0.39,58,41998,deepseek/deepseek-r1-0528-qwen3-8b
053079f0-929,consulta_eficiencia,,False,False,False,es,formal,abogado,medio,limpio,app_movil,0.99,0.64,43,21660,google/gemma-4-e4b
a3ccb8eb-68d,fraude_energetico,,False,False,False,es,urgente,cliente_empresarial,medio,leve,reenvio_tercero,0.96,0.5,44,77158,deepseek/deepseek-r1-0528-qwen3-8b
77393b3d-ae0,alta_consumo_anomalo,,False,False,False,en,técnico,cliente_empresarial,largo,moderado,webform,0.72,0.56,68,62542,google/gemma-4-e4b
dde08e2d-45f,consulta_tarifas_pvpc,,False,False,False,es,informal,autónomo,medio,leve,app_movil,0.72,0.5,41,28978,deepseek/deepseek-r1-0528-qwen3-8b
968abb67-346,vehiculo_electrico,,False,False,False,en,desesperado,particular_enfadado,medio,limpio,webform,0.98,0.52,60,55504,google/gemma-4-e4b
18771a9d-65a,fuga_gas,,False,False,False,es,informal,cliente_residencial,corto,limpio,webform,0.73,0.63,68,92449,deepseek/deepseek-r1-0528-qwen3-8b
2770d5ea-88a,reclamacion_factura,,False,False,False,en,confuso,cliente_empresarial,muy_corto,limpio,email_directo,0.71,0.44,59,94564,google/gemma-4-e4b
a7c897e4-3d7,averia_contador,,False,False,False,es,cortés,cliente_residencial,medio,limpio,respuesta_cadena,1.01,0.31,55,87993,deepseek/deepseek-r1-0528-qwen3-8b
53456152-2d8,corte_suministro,cambio_domiciliacion,True,False,False,es,cortés,autónomo,medio,alto,app_movil,0.97,0.54,45,46904,google/gemma-4-e4b
64119db7-803,solicitud_cambio_tarifa,,False,False,False,es,urgente,cliente_empresarial,largo,leve,webform,0.81,0.35,35,63281,deepseek/deepseek-r1-0528-qwen3-8b
1f1f270d-143,factura_error,consulta_eficiencia,True,False,False,en,agresivo,particular_enfadado,muy_corto,limpio,webform,0.9,0.76,37,20841,google/gemma-4-e4b
5585c25d-7d9,consulta_juridica,denuncia_proveedor,True,False,False,es,confuso,jubilado,muy_largo,limpio,app_movil,0.82,0.46,69,98651,deepseek/deepseek-r1-0528-qwen3-8b
34f2e87c-737,solicitud_cambio_tarifa,,False,True,False,es,formal,cliente_empresarial,corto,limpio,reenvio_tercero,0.76,0.31,36,69039,google/gemma-4-e4b
f294550c-350,consulta_lectura_contador,,False,False,False,es,confuso,autónomo,largo,leve,respuesta_cadena,1.04,0.53,49,1441,deepseek/deepseek-r1-0528-qwen3-8b
691e8b88-201,alta_consumo_anomalo,,False,False,False,es,desesperado,particular_enfadado,medio,moderado,webform,0.87,0.45,75,94707,google/gemma-4-e4b
6aeff851-bbe,averia_contador,,False,False,False,es,formal,autónomo,muy_largo,alto,webform,0.91,0.63,43,35097,deepseek/deepseek-r1-0528-qwen3-8b
9cd32b7d-19b,cambio_titular,alta_consumo_anomalo,True,False,False,en,urgente,jubilado,largo,limpio,email_directo,0.81,0.64,47,24775,google/gemma-4-e4b
b951d0f9-138,solicitud_nuevo_contrato,,False,False,False,es,informal,jubilado,medio,leve,app_movil,0.85,0.64,35,24823,deepseek/deepseek-r1-0528-qwen3-8b
68fe4fa5-8e1,factura_duplicada,,False,False,False,es,agresivo,autónomo,muy_largo,limpio,webform,0.77,0.49,54,16374,google/gemma-4-e4b
e0adc68c-c44,respuesta_automatica,,False,False,True,es,desesperado,abogado,corto,leve,respuesta_cadena,0.82,0.71,39,14230,deepseek/deepseek-r1-0528-qwen3-8b
de85d170-e95,vehiculo_electrico,,False,True,False,es,cortés,cliente_empresarial,muy_corto,moderado,reenvio_tercero,0.9,0.32,61,36263,google/gemma-4-e4b
0fee5a8d-b7e,alta_consumo_anomalo,baja_contrato,True,False,False,es,urgente,cliente_residencial,muy_corto,limpio,respuesta_cadena,0.97,0.53,32,76768,deepseek/deepseek-r1-0528-qwen3-8b
e48e5aed-bdf,cambio_domiciliacion,,False,False,False,es,informal,particular_enfadado,medio,limpio,app_movil,0.97,0.75,49,56143,google/gemma-4-e4b
